Site,DEL,Gov,nb cell 2G,nb cell 3G,nb cell 4G,nb cell FWBA
TUN1252,LA GOULETTE,TUNIS,4,6,4,4
TUN1304,LA GOULETTE,TUNIS,5,12,12,6
TUN1337,LA GOULETTE,TUNIS,5,10,9,0
TUN1363,LA GOULETTE,TUNIS,4,9,9,6
TUN1364,LA GOULETTE,TUNIS,#N/A,#N/A,#N/A,6
TUN1397,LA GOULETTE,TUNIS,4,9,6,0
TUN1425,LA GOULETTE,TUNIS,4,15,0,0
TUN1429,LA GOULETTE,TUNIS,3,16,9,6
TUN1467,LA GOULETTE,TUNIS,6,12,9,0
TUN1482,LA GOULETTE,TUNIS,4,15,9,0
TUN1609,LA GOULETTE,TUNIS,6,15,9,6
TUN1611,LA GOULETTE,TUNIS,3,12,6,0
TUN1630,LA GOULETTE,TUNIS,4,12,6,0
TUN2100,LA GOULETTE,TUNIS,1,0,0,0
TUN2102,LA GOULETTE,TUNIS,#N/A,#N/A,#N/A,0
TUN2104,LA GOULETTE,TUNIS,1,0,0,0
TUN2133,LA GOULETTE,TUNIS,1,2,0,0
TUN2160,LA GOULETTE,TUNIS,1,1,0,0
TUN2202,LA GOULETTE,TUNIS,#N/A,#N/A,#N/A,0
TUN2215,LA GOULETTE,TUNIS,#N/A,#N/A,#N/A,0
TUN2225,LA GOULETTE,TUNIS,#N/A,#N/A,#N/A,0
TUN2234,LA GOULETTE,TUNIS,2,6,2,0
TUN2098,LA GOULETTE,TUNIS,#N/A,#N/A,#N/A,0
TUN2101,LA GOULETTE,TUNIS,#N/A,#N/A,#N/A,0
TUN2103,LA GOULETTE,TUNIS,#N/A,#N/A,#N/A,0
TUN2226,LA GOULETTE,TUNIS,1,1,0,0
TUN1648,LA GOULETTE,TUNIS,6,15,9,0
TUN1638,LA GOULETTE,TUNIS,4,11,12,0
TUN1734,LA GOULETTE,TUNIS,3,9,6,0
TUN1763,LA GOULETTE,TUNIS,6,9,9,0
TUN1008,LA MARSA,TUNIS,2,8,4,4
TUN1017,LA MARSA,TUNIS,3,15,6,6
TUN1019,LA MARSA,TUNIS,4,15,6,6
TUN1020,LA MARSA,TUNIS,3,12,6,6
TUN1034,LA MARSA,TUNIS,6,18,9,6
TUN1040,LA MARSA,TUNIS,4,15,9,0
TUN1042,LA MARSA,TUNIS,3,12,6,0
TUN1113,LA MARSA,TUNIS,5,15,6,6
TUN1114,LA MARSA,TUNIS,3,15,3,6
TUN1117,LA MARSA,TUNIS,3,10,6,4
TUN1125,LA MARSA,TUNIS,6,15,9,0
TUN1182,LA MARSA,TUNIS,#N/A,#N/A,#N/A,6
TUN1233,LA MARSA,TUNIS,3,12,6,6
TUN1234,LA MARSA,TUNIS,3,15,6,6
TUN1235,LA MARSA,TUNIS,4,8,0,4
TUN1244,LA MARSA,TUNIS,6,20,12,0
TUN1286,LA MARSA,TUNIS,6,15,9,6
TUN1315,LA MARSA,TUNIS,5,12,9,0
TUN1316,LA MARSA,TUNIS,4,12,3,0
TUN1323,LA MARSA,TUNIS,5,15,9,0
TUN1354,LA MARSA,TUNIS,5,15,9,0
TUN1371,LA MARSA,TUNIS,3,12,6,6
TUN1444,LA MARSA,TUNIS,4,12,9,0
TUN1477,LA MARSA,TUNIS,3,6,6,0
TUN1486,LA MARSA,TUNIS,6,12,9,6
TUN1493,LA MARSA,TUNIS,3,15,6,0
TUN1614,LA MARSA,TUNIS,5,9,9,0
TUN1616,LA MARSA,TUNIS,3,15,6,6
TUN1617,LA MARSA,TUNIS,8,12,12,0
TUN1618,LA MARSA,TUNIS,4,18,9,6
TUN1625,LA MARSA,TUNIS,6,17,6,6
TUN1626,LA MARSA,TUNIS,3,15,9,0
TUN1635,LA MARSA,TUNIS,5,20,12,6
TUN1642,LA MARSA,TUNIS,6,15,9,0
TUN1710,LA MARSA,TUNIS,6,15,9,6
TUN2005,LA MARSA,TUNIS,1,2,1,0
TUN2007,LA MARSA,TUNIS,1,1,0,0
TUN2016,LA MARSA,TUNIS,1,2,1,0
TUN2024,LA MARSA,TUNIS,2,2,0,0
TUN2064,LA MARSA,TUNIS,1,0,0,0
TUN2128,LA MARSA,TUNIS,#N/A,#N/A,#N/A,0
TUN1773,LA MARSA,TUNIS,3,12,0,0
TUN1359,LA MARSA,TUNIS,6,9,6,0
TUN1764,LA MARSA,TUNIS,6,9,6,0
TUN1774,La Marsa,Tunis,6,9,6,0
TUN2240,La Marsa,TUNIS,4,4,4,0
TUN1628,LA MARSA,TUNIS,3,12,9,0
TUN1678,LA MEDINA,TUNIS,3,7,6,0
TUN1030,LE KRAM,TUNIS,7,12,12,6
TUN1152,LE KRAM,TUNIS,6,16,9,6
TUN1153,LE KRAM,TUNIS,4,15,9,6
TUN1183,LE KRAM,TUNIS,6,12,6,6
TUN1188,LE KRAM,TUNIS,5,15,9,6
TUN1189,LE KRAM,TUNIS,6,14,12,6
TUN1218,LE KRAM,TUNIS,4,12,6,6
TUN1291,LE KRAM,TUNIS,5,9,6,6
TUN1344,LE KRAM,TUNIS,6,12,12,6
TUN1351,LE KRAM,TUNIS,5,15,9,6
TUN1366,LE KRAM,TUNIS,6,15,9,6
TUN1374,LE KRAM,TUNIS,6,16,9,0
TUN1375,LE KRAM,TUNIS,4,12,9,6
TUN1379,LE KRAM,TUNIS,4,16,12,0
TUN1395,LE KRAM,TUNIS,4,15,9,6
TUN1424,LE KRAM,TUNIS,7,12,12,6
TUN1469,LE KRAM,TUNIS,6,20,12,6
TUN1615,LE KRAM,TUNIS,5,12,9,0
TUN2076,LE KRAM,TUNIS,1,0,0,0
TUN2151,LE KRAM,TUNIS,1,1,0,0
TUN2011,LE KRAM,TUNIS,1,0,0,0
TUN1259,LE KRAM,TUNIS,6,9,9,0
TUN1219,LE KRAM,TUNIS,3,9,9,0
TUN1600,LE KRAM,TUNIS,3,9,9,0
TUN1722,LE KRAM,TUNIS,3,9,9,0
MAH1001,MAHDIA,MAHDIA,5,12,6,0
MAH1002,MAHDIA,MAHDIA,5,12,6,0
MAH1005,MAHDIA,MAHDIA,5,12,3,0
MAH1006,MAHDIA,MAHDIA,5,15,6,0
MAH1007,MAHDIA,MAHDIA,4,#N/A,#N/A,0
MAH1017,MAHDIA,MAHDIA,6,15,6,0
MAH1018,MAHDIA,MAHDIA,4,15,6,0
MAH1019,MAHDIA,MAHDIA,6,20,6,0
MAH1022,MAHDIA,MAHDIA,4,10,4,0
MAH1023,MAHDIA,MAHDIA,3,15,6,0
MAH1035,MAHDIA,MAHDIA,6,16,6,0
MAH1038,MAHDIA,MAHDIA,4,13,3,0
MAH1042,MAHDIA,MAHDIA,6,16,6,0
MAH1046,MAHDIA,MAHDIA,5,15,6,0
MAH1055,MAHDIA,MAHDIA,5,15,6,0
MAH1056,MAHDIA,MAHDIA,5,12,6,0
MAH1058,MAHDIA,MAHDIA,5,12,6,0
MAH1064,MAHDIA,MAHDIA,3,15,6,0
MAH1065,MAHDIA,MAHDIA,5,15,6,0
MAH1090,MAHDIA,MAHDIA,4,15,6,0
MAH1092,MAHDIA,MAHDIA,4,15,0,0
MAH2004,MAHDIA,MAHDIA,1,2,0,0
MAH2005,MAHDIA,MAHDIA,1,1,0,0
MAH2008,MAHDIA,MAHDIA,1,1,0,0
MAH2010,MAHDIA,MAHDIA,1,1,0,0
MAH2002,MAHDIA,MAHDIA,5,#N/A,#N/A,0
MAH1097,MAHDIA,MAHDIA,6,12,6,0
MAH1125,MAHDIA,MAHDIA,6,15,6,0
MAH1068,MAHDIA,Mahdia,3,9,6,0
KAS1009,MAJEL BEL ABAS,KASSERINE,5,12,6,0
KAS1024,MAJEL BEL ABAS,KASSERINE,3,15,0,0
KAS1028,MAJEL BEL ABAS,KASSERINE,2,6,0,0
KAS1029,MAJEL BEL ABAS,KASSERINE,6,13,3,0
KAS1044,MAJEL BEL ABAS,KASSERINE,5,12,0,0
SIL1023,MAKTHAR,SILIANA,#N/A,#N/A,#N/A,0
SLO1009,MAKTHAR,SILIANA,5,9,6,0
SLO1034,MAKTHAR,SILIANA,6,9,0,0
SLO1038,MAKTHAR,SILIANA,4,6,0,0
SLT1099,MAKTHAR,SILIANA,6,9,0,0
SLT1100,MAKTHAR,SILIANA,6,9,0,0
SLT1068,MAKTHAR,SILIANA,6,9,0,0
SIL1009,MAKTHAR,SILIANA,#N/A,#N/A,#N/A,0
SIL1034,MAKTHAR,SILIANA,#N/A,#N/A,#N/A,0
SIL1038,MAKTHAR,SILIANA,#N/A,#N/A,#N/A,0
SLO1023,MAKTHAR,SILIANA,4,8,0,0
TUN1035,MANOUBA,MANOUBA,5,15,9,0
TUN1107,MANOUBA,MANOUBA,5,15,9,0
TUN1127,MANOUBA,MANOUBA,6,18,9,0
TUN1154,MANOUBA,MANOUBA,6,15,9,6
TUN1155,MANOUBA,MANOUBA,5,9,0,6
TUN1221,MANOUBA,MANOUBA,4,9,6,6
TUN1237,MANOUBA,MANOUBA,6,15,9,0
TUN1247,MANOUBA,MANOUBA,5,9,6,6
TUN1302,MANOUBA,MANOUBA,5,16,9,6
TUN1345,MANOUBA,MANOUBA,5,12,6,6
TUN1421,MANOUBA,MANOUBA,5,9,6,0
TUN1441,MANOUBA,MANOUBA,5,12,0,0
TUN1737,Manouba,MANOUBA,6,15,9,0
TUN1787,MANOUBA,MANOUBA,4,16,12,0
GAB1029,MANZEL HABIB,GABES,6,6,0,0
GAB1030,MANZEL HABIB,GABES,5,2,0,0
GAB1090,MANZEL HABIB,GABES,3,12,0,0
GAB1014,MARETH,GABES,5,15,0,0
GAB1015,MARETH,GABES,8,22,8,0
GAB1044,MARETH,GABES,6,16,6,0
GAB1045,MARETH,GABES,5,15,6,0
GAB1048,MARETH,GABES,6,20,8,0
GAB1055,MARETH,GABES,3,6,0,0
GAB1057,MARETH,GABES,6,14,6,0
GAB1068,MARETH,GABES,6,18,6,0
GAB1070,MARETH,GABES,4,6,0,0
GAB1071,MARETH,GABES,5,12,0,0
GAB1072,MARETH,GABES,5,16,8,0
GAB1089,MARETH,GABES,2,6,0,0
BIZ1021,MATEUR,BIZERTE,6,18,6,0
BIZ1022,MATEUR,BIZERTE,5,17,6,0
BIZ1030,MATEUR,BIZERTE,4,12,0,0
BIZ1042,MATEUR,BIZERTE,6,11,0,0
BIZ1046,MATEUR,BIZERTE,3,6,0,0
BIZ1073,MATEUR,BIZERTE,6,12,6,0
BIZ1074,MATEUR,BIZERTE,6,15,6,0
BIZ1076,MATEUR,BIZERTE,4,6,0,0
BIZ1086,MATEUR,BIZERTE,6,18,6,0
GAB1032,MATMATA ANCIENNE,GABES,4,12,6,0
GAB1042,MATMATA ANCIENNE,GABES,3,12,0,0
GAB1043,MATMATA ANCIENNE,GABES,3,12,0,0
GAB1046,MATMATA ANCIENNE,GABES,3,6,0,0
GAB1066,MATMATA ANCIENNE,GABES,4,16,0,0
GAB2001,MATMATA ANCIENNE,GABES,1,1,0,0
GAB1031,MATMATA NOUVELLE,GABES,5,6,6,0
SBO1010,MAZZOUNA,SIDI BOUZID,4,12,0,0
SBO1011,MAZZOUNA,SIDI BOUZID,6,18,8,0
SBO1034,MAZZOUNA,SIDI BOUZID,4,12,0,0
SBO1040,MAZZOUNA,SIDI BOUZID,4,12,0,0
GAF1024,MDHILLA,GAFSA,5,15,6,0
GAF1045,MDHILLA,GAFSA,3,3,0,0
BEJ1001,MEDJEZ EL BAB,BEJA,6,12,0,0
BEJ1002,MEDJEZ EL BAB,BEJA,5,#N/A,#N/A,0
BEJ1003,MEDJEZ EL BAB,BEJA,6,18,6,0
BEJ1004,MEDJEZ EL BAB,BEJA,4,6,0,0
BEJ1029,MEDJEZ EL BAB,BEJA,6,12,6,0
BEJ1030,MEDJEZ EL BAB,BEJA,4,13,0,0
BEJ1034,MEDJEZ EL BAB,BEJA,2,6,0,0
BEJ1046,MEDJEZ EL BAB,BEJA,4,12,0,0
BEJ1047,MEDJEZ EL BAB,BEJA,3,15,0,0
BEJ1053,MEDJEZ EL BAB,BEJA,5,11,0,0
BEJ1079,MEDJEZ EL BAB,BEJA,3,12,0,0
BEJ1050,MEDJEZ EL BAB,BEJA,6,12,0,0
MED1019,MEDNINE NORD,MEDNINE,6,17,6,0
MED1022,MEDNINE NORD,MEDNINE,6,18,6,0
MED1024,MEDNINE NORD,MEDNINE,7,22,8,0
MED1047,MEDNINE NORD,MEDNINE,6,1,6,0
MED1052,MEDNINE NORD,MEDNINE,6,15,6,0
MED1053,MEDNINE NORD,MEDNINE,4,12,4,0
MED1085,MEDNINE NORD,MEDNINE,5,18,3,0
MED1102,MEDNINE NORD,MEDNINE,3,5,0,0
MED1122,MEDNINE NORD,MEDNINE,5,15,6,0
MED1132,MEDNINE NORD,MEDNINE,6,15,0,0
MED1018,MEDNINE SUD,MEDNINE,6,18,6,0
MED1020,MEDNINE SUD,MEDNINE,6,15,6,0
MED1021,MEDNINE SUD,MEDNINE,6,18,6,0
MED1023,MEDNINE SUD,MEDNINE,8,24,8,0
MED1025,MEDNINE SUD,MEDNINE,6,18,3,0
MED1090,MEDNINE SUD,MEDNINE,4,15,0,0
MED1115,MEDNINE SUD,MEDNINE,6,18,6,0
MED1125,MEDNINE SUD,MEDNINE,4,15,0,0
MED1133,MEDNINE SUD,MEDNINE,3,17,8,0
MED1169,MEDNINE SUD,MEDNINE,3,9,9,0
BAR1010,MEGRINE,BEN AROUS,6,9,0,0
BAR1052,MEGRINE,BEN AROUS,7,14,12,0
BAR1085,MEGRINE,BEN AROUS,5,9,0,0
BAR1117,MEGRINE,BEN AROUS,6,8,12,0
BAR1154,MEGRINE,BEN AROUS,5,15,6,0
BAR1160,MEGRINE,BEN AROUS,5,12,0,0
BAR1169,MEGRINE,BEN AROUS,4,12,9,0
BAR1181,MEGRINE,BEN AROUS,4,12,6,0
BAR1183,MEGRINE,BEN AROUS,5,12,9,0
BAR2009,MEGRINE,BEN AROUS,4,#N/A,#N/A,0
BAR1205,MEGRINE,BEN AROUS,3,12,0,0
SBO1009,MEKNASSI,SIDI BOUZID,6,15,6,0
SBO1031,MEKNASSI,SIDI BOUZID,2,6,0,0
SBO1052,MEKNASSI,SIDI BOUZID,3,9,0,0
MAH1016,MELLOULECH,MAHDIA,6,17,6,0
MAH1041,MELLOULECH,MAHDIA,3,12,9,0
BIZ1013,MENZEL BOURGUIBA,BIZERTE,6,12,6,0
BIZ1043,MENZEL BOURGUIBA,BIZERTE,4,11,6,0
BIZ1047,MENZEL BOURGUIBA,BIZERTE,6,12,6,0
BIZ1048,MENZEL BOURGUIBA,BIZERTE,5,12,6,0
BIZ1068,MENZEL BOURGUIBA,BIZERTE,6,18,6,0
BIZ1069,MENZEL BOURGUIBA,BIZERTE,4,10,4,0
BIZ1077,MENZEL BOURGUIBA,BIZERTE,6,10,6,0
BIZ1091,MENZEL BOURGUIBA,BIZERTE,6,11,6,0
BIZ1109,MENZEL BOURGUIBA,BIZERTE,5,12,6,0
BIZ1120,MENZEL BOURGUIBA,BIZERTE,6,18,6,0
BIZ2006,MENZEL BOURGUIBA,BIZERTE,3,#N/A,#N/A,0
BIZ1121,MENZEL BOURGUIBA,BIZERTE,6,14,0,0
SBO1008,MENZEL BOUZAINE,SIDI BOUZID,5,13,6,0
SBO1036,MENZEL BOUZAINE,SIDI BOUZID,4,12,0,0
SBO1048,MENZEL BOUZAINE,SIDI BOUZID,4,15,0,0
NAB1027,MENZEL BOUZELFA,NABEUL,6,12,6,0
NAB1098,MENZEL BOUZELFA,NABEUL,6,15,6,0
NAB1118,MENZEL BOUZELFA,NABEUL,6,15,0,0
NAB1119,MENZEL BOUZELFA,NABEUL,6,15,6,0
NAB1146,MENZEL BOUZELFA,NABEUL,3,10,0,0
NAB1190,MENZEL BOUZELFA,NABEUL,6,14,0,0
NAB1206,MENZEL BOUZELFA,NABEUL,6,14,0,0
NAB1222,MENZEL BOUZELFA,NABEUL,6,15,0,0
NAB1271,MENZEL BOUZELFA,NABEUL,6,15,0,0
NAB1093,MENZEL BOUZELFA,NABEUL,5,#N/A,#N/A,0
SFX1057,MENZEL CHAKER,SFAX,5,2,0,0
SFX1068,MENZEL CHAKER,SFAX,6,12,0,0
SFX1069,MENZEL CHAKER,SFAX,5,12,0,0
SFX1070,MENZEL CHAKER,SFAX,7,12,0,0
SFX1139,MENZEL CHAKER,SFAX,6,17,0,0
SFX1151,MENZEL CHAKER,SFAX,6,12,0,0
SFX1152,MENZEL CHAKER,SFAX,3,9,0,0
SFX1168,MENZEL CHAKER,SFAX,3,9,0,0
SFX1183,MENZEL CHAKER,SFAX,6,14,0,0
SFX1184,MENZEL CHAKER,SFAX,6,14,0,0
SFX1249,MENZEL CHAKER,SFAX,5,11,0,0
SFX1252,MENZEL CHAKER,SFAX,3,9,0,0
BIZ1002,MENZEL DJEMIL,BIZERTE,5,16,6,0
BIZ1004,MENZEL DJEMIL,BIZERTE,6,15,6,0
BIZ1026,MENZEL DJEMIL,BIZERTE,5,#N/A,#N/A,0
BIZ1027,MENZEL DJEMIL,BIZERTE,6,17,6,0
BIZ1066,MENZEL DJEMIL,BIZERTE,6,15,6,0
BIZ1098,MENZEL DJEMIL,BIZERTE,5,15,6,0
BIZ1108,MENZEL DJEMIL,BIZERTE,6,16,6,0
BIZ1124,MENZEL DJEMIL,BIZERTE,2,10,4,0
BIZ1128,MENZEL DJEMIL,BIZERTE,6,14,8,0
BIZ1144,MENZEL DJEMIL,BIZERTE,6,15,6,0
BIZ1146,MENZEL DJEMIL,BIZERTE,3,9,9,0
NAB1018,MENZEL TEMIME,NABEUL,5,17,6,0
NAB1042,MENZEL TEMIME,NABEUL,6,17,6,0
NAB1065,MENZEL TEMIME,NABEUL,6,18,6,0
NAB1068,MENZEL TEMIME,NABEUL,4,10,4,0
NAB1096,MENZEL TEMIME,NABEUL,6,12,6,0
NAB1115,MENZEL TEMIME,NABEUL,6,16,6,0
NAB1165,MENZEL TEMIME,NABEUL,4,#N/A,#N/A,0
NAB1170,MENZEL TEMIME,NABEUL,8,17,0,0
NAB1171,MENZEL TEMIME,NABEUL,6,12,0,0
NAB1187,MENZEL TEMIME,NABEUL,8,18,8,0
NAB1274,MENZEL TEMIME,NABEUL,8,16,8,0
GAF1009,METLAOUI,GAFSA,7,16,8,0
GAF1010,METLAOUI,GAFSA,6,16,6,0
GAF1011,METLAOUI,GAFSA,3,12,0,0
GAF1039,METLAOUI,GAFSA,3,10,0,0
GAF1042,METLAOUI,GAFSA,5,17,6,0
GAF1043,METLAOUI,GAFSA,3,13,0,0
GAF1059,METLAOUI,GAFSA,6,17,6,0
GAF1060,METLAOUI,GAFSA,6,15,3,0
GAF1061,METLAOUI,GAFSA,6,14,6,0
GAF1064,METLAOUI,GAFSA,3,12,0,0
TOZ1007,METLAOUI,GAFSA,2,6,0,0
GAB1002,METOUIA,GABES,4,12,0,0
GAB1003,METOUIA,GABES,4,12,0,0
GAB1028,METOUIA,GABES,4,12,0,0
GAB1051,METOUIA,GABES,4,16,8,0
GAB1079,METOUIA,GABES,5,16,8,0
GAB1091,METOUIA,GABES,3,12,0,0
BAR1022,MOHAMEDIA,BEN AROUS,4,12,6,0
BAR1031,MOHAMEDIA,BEN AROUS,6,18,9,0
BAR1067,MOHAMEDIA,BEN AROUS,4,10,6,0
BAR1074,MOHAMEDIA,BEN AROUS,8,21,12,0
BAR1096,MOHAMEDIA,BEN AROUS,4,18,9,0
BAR1140,MOHAMEDIA,BEN AROUS,6,15,9,0
BAR1153,MOHAMEDIA,BEN AROUS,3,12,0,0
BAR1128,MOHAMEDIA,BEN AROUS,3,12,0,0
MAH1020,MOKNINE,MONASTIR,5,17,6,0
MON1023,MOKNINE,MONASTIR,5,13,6,0
MON1052,MOKNINE,MONASTIR,5,15,6,0
MON1053,MOKNINE,MONASTIR,3,10,4,0
MON1056,MOKNINE,MONASTIR,6,16,0,0
MON1065,MOKNINE,MONASTIR,6,16,6,0
MON1067,MOKNINE,MONASTIR,5,16,6,0
MON1068,MOKNINE,MONASTIR,6,17,8,0
MON1070,MOKNINE,MONASTIR,8,22,8,0
MON1086,MOKNINE,MONASTIR,5,14,6,0
MON1094,MOKNINE,MONASTIR,6,13,8,0
MON1105,MOKNINE,MONASTIR,6,16,0,0
MON1001,MONASTIR,MONASTIR,4,15,3,0
MON1002,MONASTIR,MONASTIR,3,6,0,0
MON1003,MONASTIR,MONASTIR,4,15,6,0
MON1004,MONASTIR,MONASTIR,5,15,6,0
MON1005,MONASTIR,MONASTIR,6,15,6,0
MON1006,MONASTIR,MONASTIR,3,6,4,0
MON1007,MONASTIR,MONASTIR,4,15,3,0
MON1008,MONASTIR,MONASTIR,6,12,8,0
MON1018,MONASTIR,MONASTIR,6,15,6,0
MON1019,MONASTIR,MONASTIR,8,16,8,0
MON1033,MONASTIR,MONASTIR,3,12,0,0
MON1035,MONASTIR,MONASTIR,5,16,0,0
MON1037,MONASTIR,MONASTIR,5,15,6,0
MON1038,MONASTIR,MONASTIR,3,9,4,0
MON1039,MONASTIR,MONASTIR,4,13,6,0
MON1040,MONASTIR,MONASTIR,6,16,6,0
MON1049,MONASTIR,MONASTIR,4,16,0,0
MON1050,MONASTIR,MONASTIR,5,17,6,0
MON1055,MONASTIR,MONASTIR,3,12,0,0
MON1057,MONASTIR,MONASTIR,3,#N/A,#N/A,0
MON1059,MONASTIR,MONASTIR,4,15,0,0
MON1062,MONASTIR,MONASTIR,4,12,0,0
MON1074,MONASTIR,MONASTIR,3,12,6,0
MON1076,MONASTIR,MONASTIR,6,17,6,0
MON1077,MONASTIR,MONASTIR,4,6,0,0
MON1078,MONASTIR,MONASTIR,5,15,6,0
MON1082,MONASTIR,MONASTIR,6,15,0,0
MON1096,MONASTIR,MONASTIR,5,12,0,0
MON1098,MONASTIR,MONASTIR,5,12,6,0
MON1107,MONASTIR,MONASTIR,5,16,4,0
MON1501,MONASTIR,MONASTIR,4,12,8,0
MON2002,MONASTIR,MONASTIR,1,2,0,0
MON2017,MONASTIR,MONASTIR,5,#N/A,#N/A,0
MON1111,MONASTIR,MONASTIR,6,15,6,0
MON1133,MONASTIR,MONASTIR,3,12,6,0
BAR1008,MORNAG,BEN AROUS,7,8,12,0
BAR1038,MORNAG,BEN AROUS,6,15,9,0
BAR1064,MORNAG,BEN AROUS,6,16,9,0
BAR1075,MORNAG,BEN AROUS,5,10,12,0
BAR1080,MORNAG,BEN AROUS,7,12,12,0
BAR1115,MORNAG,BEN AROUS,3,12,9,0
BAR1116,MORNAG,BEN AROUS,5,12,9,0
BAR1138,MORNAG,BEN AROUS,5,9,6,0
BAR1145,MORNAG,BEN AROUS,5,11,3,0
BAR1155,MORNAG,BEN AROUS,4,18,9,0
BAR1156,MORNAG,BEN AROUS,4,15,6,0
BAR1165,MORNAG,BEN AROUS,6,18,9,0
BAR1168,MORNAG,BEN AROUS,6,13,3,6
BAR1178,MORNAG,BEN AROUS,4,12,3,0
BAR1025,MOUROUJ,BEN AROUS,8,8,12,6
BAR1026,MOUROUJ,BEN AROUS,5,16,6,6
BAR1027,MOUROUJ,BEN AROUS,6,10,9,6
BAR1028,MOUROUJ,BEN AROUS,6,18,9,6
BAR1069,MOUROUJ,BEN AROUS,5,12,9,6
BAR1072,MOUROUJ,BEN AROUS,6,18,9,6
BAR1101,MOUROUJ,BEN AROUS,6,16,9,0
BAR1105,MOUROUJ,BEN AROUS,6,12,6,0
BAR1106,MOUROUJ,BEN AROUS,6,18,9,6
BAR1111,MOUROUJ,BEN AROUS,5,12,9,6
BAR1177,MOUROUJ,BEN AROUS,5,12,9,0
BAR1151,MOUROUJ,BEN AROUS,3,9,6,0
MON1029,M'SAKEN,SOUSSE,5,15,6,0
SOS1015,M'SAKEN,SOUSSE,6,16,6,0
SOS1019,M'SAKEN,SOUSSE,6,14,0,0
SOS1020,M'SAKEN,SOUSSE,5,13,0,0
SOS1033,M'SAKEN,SOUSSE,6,15,6,6
SOS1035,M'SAKEN,SOUSSE,6,16,6,0
SOS1049,M'SAKEN,SOUSSE,6,12,0,0
SOS1066,M'SAKEN,SOUSSE,3,4,0,0
SOS1075,M'SAKEN,SOUSSE,6,12,6,0
SOS1078,M'SAKEN,SOUSSE,5,15,0,0
SOS1080,M'SAKEN,SOUSSE,6,15,3,6
SOS1083,M'SAKEN,SOUSSE,6,18,0,0
SOS1087,M'SAKEN,SOUSSE,6,12,6,0
SOS1089,M'SAKEN,SOUSSE,8,13,8,0
SOS1101,M'SAKEN,SOUSSE,6,16,6,0
SOS1108,M'SAKEN,SOUSSE,6,12,0,0
SOS1126,M'SAKEN,SOUSSE,6,12,6,0
SOS1131,M'SAKEN,SOUSSE,6,15,6,0
SOS1141,M'SAKEN,SOUSSE,6,14,6,0
SOS1172,M'SAKEN,SOUSSE,6,18,6,0
SOS1137,M'SAKEN,SOUSSE,#N/A,#N/A,#N/A,0
SOS1130,M'SAKEN,SOUSSE,3,12,6,0
SOS1140,M'SAKEN,SOUSSE,4,12,8,0
NAB1007,NABEUL,NABEUL,5,12,6,6
NAB1044,NABEUL,NABEUL,6,15,6,6
NAB1046,NABEUL,NABEUL,5,12,0,6
NAB1047,NABEUL,NABEUL,8,20,0,6
NAB1048,NABEUL,NABEUL,5,12,0,6
NAB1049,NABEUL,NABEUL,8,20,8,6
NAB1050,NABEUL,NABEUL,8,12,8,6
NAB1051,NABEUL,NABEUL,6,16,6,6
NAB1061,NABEUL,NABEUL,7,19,4,0
NAB1072,NABEUL,NABEUL,6,15,0,0
NAB1074,NABEUL,NABEUL,3,12,0,6
NAB1075,NABEUL,NABEUL,6,15,6,6
NAB1076,NABEUL,NABEUL,6,12,0,6
NAB1077,NABEUL,NABEUL,6,12,0,6
NAB1079,NABEUL,NABEUL,5,12,6,6
NAB1081,NABEUL,NABEUL,7,16,8,6
NAB1111,NABEUL,NABEUL,5,15,0,6
NAB1113,NABEUL,NABEUL,6,15,6,6
NAB1114,NABEUL,NABEUL,3,12,6,0
NAB1132,NABEUL,NABEUL,7,20,8,0
NAB1194,NABEUL,NABEUL,3,15,0,0
NAB1195,NABEUL,NABEUL,6,12,0,0
NAB1200,NABEUL,NABEUL,4,15,3,0
NAB1220,NABEUL,NABEUL,6,15,6,6
NAB1252,NABEUL,NABEUL,4,16,6,0
NAB2010,NABEUL,NABEUL,7,#N/A,#N/A,0
NAB2056,NABEUL,NABEUL,1,1,0,0
NAB2057,NABEUL,NABEUL,4,#N/A,#N/A,0
NAB1224,NABEUL,NABEUL,5,#N/A,#N/A,0
NAB1201,NABEUL,NABEUL,6,15,0,0
NAB1250,NABEUL,NABEUL,6,12,6,0
NAB1275,NABEUL,NABEUL,6,12,0,0
TOZ1011,NAFTA,TOZEUR,4,12,0,0
TOZ1012,NAFTA,TOZEUR,8,16,8,0
TOZ1016,NAFTA,TOZEUR,2,6,0,0
TOZ1025,NAFTA,TOZEUR,6,11,0,0
KAI1019,NASRALLAH,KAIROUAN,3,4,0,0
KAI1029,NASRALLAH,KAIROUAN,4,18,0,0
KAI1030,NASRALLAH,KAIROUAN,4,11,0,0
KAI1056,NASRALLAH,KAIROUAN,3,12,0,0
KEF1018,NEBEUR,KEF,2,6,0,0
KEF1019,NEBEUR,KEF,3,6,0,0
KEF1020,NEBEUR,KEF,5,12,0,0
KEF1021,NEBEUR,KEF,5,12,0,0
KEF1022,NEBEUR,KEF,2,6,0,0
KEF1033,NEBEUR,KEF,2,6,0,0
BEJ1015,NEFZA,BEJA,6,15,0,0
BEJ1033,NEFZA,BEJA,6,12,6,0
BEJ1041,NEFZA,BEJA,4,11,0,0
JEN1022,NEFZA,BEJA,4,6,0,0
BAR1210,New_site,BEN AROUS,3,9,0,0
NAB1233,New_site,NABEUL,4,16,12,0
TUN1672,New_site,ARIANA,3,9,0,0
