Incident ID,Status,Affected CI,Primary Affected Service,Title,Assignment Group,Open Time,Area,Outage Start,Outage End,Assignee,Closure Code,Solution,Description,Department
IM1517396,Closed,MED4103,NodeB Service - MED,"INCIDENT: MED1103---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:5/5 ) Site Autonomy: N/A SM Tickets: 1",Maintenance MEDENINE,2/23/2022 1:33,Facteur externe,2/23/2022 1:17,2/23/2022 7:22,hedi.chemlali,Resolved without intervention,Retour steg,"MED4103 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MED1103---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:5/5 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517397,Closed,BAR1012,BTS Service - BAR,"INCIDENT: BAR1012---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:1/6, 3G:0/6 ) Site Autonomy: N/A SM Tickets: 1",Maintenance EZZAHRA-HAMMAM LIF,2/23/2022 1:33,Facteur externe,2/23/2022 1:18,2/23/2022 2:09,ali.dhib,Resolved without intervention,Retour STEG ,"N-Esnoubraya_1_BAR1012 : BCCH MISSING This ticket was created by user netcool.sm on NOI from impact INCIDENT: BAR1012---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:6/6, 3G:0/6 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517398,Closed,CPE_TUNB986_FO_KNITRA_Site_Tunis,CPE Service - TUNB,cpe_tunb986_fo_knitra_site_tunis Down,Support Technique Fixe et B2B,2/23/2022 1:33,Network,2/23/2022 1:23,2/23/2022 3:53,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: cpe_tunb986_fo_knitra_site_tunis  Sévérité: major  Temps de création: 23/02/22 01:23:04  Temps de réception: 23/02/22 01:23:52  Application: null  Objet: null  Texte message: Node CPE_TUNB986_FO_KNITRA_Site_Tunis DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342092,Département Maintenance
IM1517399,Closed,BARL012,eNB Service - BAR,INCIDENT: BAR1012---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 2,MAINTENANCE EZZAHRA-HAMMAM LIF,2/23/2022 1:34,Facteur externe,2/23/2022 1:18,2/23/2022 1:57,ali.dhib,Closed without intervention,Retour energie STEG,BARL012 : BASE STATION SERVICE PROBLEM This ticket was created by user netcool.sm on NOI from impact INCIDENT: BAR1012---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 0,Département Maintenance
IM1517401,Closed,MON4123,NodeB Service - MON,"INCIDENT: MON1123---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",maintenance monastir centre,2/23/2022 1:53,Facteur externe,2/23/2022 1:38,2/23/2022 2:02,abdelmalek.rouissi,Closed without intervention,Retour energie STEG,"MON4123 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MON1123---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517402,Closed,BARL047,eNB Service - BAR,INCIDENT: BAR1047---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/6 ) SM Tickets: 0,MAINTENANCE EZZAHRA-HAMMAM LIF,2/23/2022 1:58,Facteur externe,2/23/2022 1:42,2/23/2022 2:09,ali.dhib,Closed without intervention,Retour energie STEG,BARL047 : BASE STATION SERVICE PROBLEM This ticket was created by user netcool.sm on NOI from impact INCIDENT: BAR1047---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/6 ) SM Tickets: 0,Département Maintenance
IM1517403,Closed,CPE_KAS8319_MW_STB_kassrine,CPE Service - KAS,cpe_kas8319_mw_stb_kassrine Down,Support Technique Fixe et B2B,2/23/2022 2:05,Network,2/23/2022 1:54,2/23/2022 2:55,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: cpe_kas8319_mw_stb_kassrine  Sévérité: major  Temps de création: 23/02/22 01:54:12  Temps de réception: 23/02/22 01:54:57  Application: null  Objet: null  Texte message: Node CPE_KAS8319_MW_STB_kassrine DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342094,Département Maintenance
IM1517404,Closed,BAR1218,BTS Service - BAR,"INCIDENT: BAR1218---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:1/3, 3G:0/6 ) Site Autonomy: N/A SM Tickets: 0",MAINTENANCE EZZAHRA-HAMMAM LIF,2/23/2022 2:37,Facteur externe,2/23/2022 2:22,2/23/2022 2:45,ali.dhib,Closed without intervention,Retour energie STEG,"BAR1218S3 : BCCH MISSING This ticket was created by user netcool.sm on NOI from impact INCIDENT: BAR1218---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:1/3, 3G:0/6 ) Site Autonomy: N/A SM Tickets: 0",Département Service Operation Center
IM1517405,Closed,GAF4075,NodeB Service - GAF,"INCIDENT: GAF1075---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:12/12 ) Site Autonomy: N/A SM Tickets: 1",maintenance gafsa nord,2/23/2022 2:43,Facteur externe,2/23/2022 2:28,2/23/2022 3:13,jalel.romdhane,Closed without intervention,Retour energie STEG,"GAF4075 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: GAF1075---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:12/12 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517406,Closed,GAF4006,NodeB Service - GAF,"INCIDENT: GAF1006---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/6, 3G:12/12 ) Site Autonomy: N/A SM Tickets: 1",Maintenance GAFSA NORD,2/23/2022 2:44,Facteur externe,2/23/2022 2:28,2/23/2022 3:16,jalel.romdhane,Resolved without intervention,Retour *steg,"GAF4006 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: GAF1006---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:6/6, 3G:12/12 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517407,Closed,TUN2016,BTS Service - TUN,"INCIDENT: TUN2016---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:1/1, 3G:0/0 ) Site Autonomy: N/A SM Tickets: 2",Maintenance MARSA-GAMMART,2/23/2022 2:44,Facteur externe,2/23/2022 2:29,2/23/2022 8:40,saber.ferjani,Resolved without intervention,Retour sans intervention,"CARFOUR_MICRO_2_1_TUN2016 : BCCH MISSING This ticket was created by user netcool.sm on NOI from impact INCIDENT: TUN2016---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:1/1, 3G:0/0 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517408,Closed,TUNM016,eNB Service - TUN,INCIDENT: TUN2016---4G---Hors Service: CAUSE AND IMPACT: Total Cell Failure: ( 4G:1/1 ) SM Tickets: 2,Maintenance MARSA-GAMMART,2/23/2022 2:49,Facteur externe,2/23/2022 2:34,2/23/2022 8:49,saber.ferjani,Resolved without intervention,Retour sans intervention,TUNM016 : NE3SWS AGENT NOT RESPONDING TO REQUESTS This ticket was created by user netcool.sm on NOI from impact INCIDENT: TUN2016---4G---Hors Service: CAUSE AND IMPACT: Total Cell Failure: ( 4G:1/1 ) SM Tickets: 1,Département Maintenance
IM1517409,Closed,TUN2616,NodeB Service - TUN,"INCIDENT: TUN2616---2G3G---Hors Service: CAUSE AND IMPACT: Total Cell Failure: ( 2G:0/0, 3G:2/2 ) Site Autonomy: N/A SM Tickets: 1",Maintenance MARSA-GAMMART,2/23/2022 3:04,Facteur externe,2/23/2022 2:49,2/23/2022 8:38,saber.ferjani,Resolved without intervention,Retour STEG,"TUN2616 : WCDMA BASE STATION OUT OF USE This ticket was created by user netcool.sm on NOI from impact INCIDENT: TUN2616---2G3G---Hors Service: CAUSE AND IMPACT: Total Cell Failure: ( 2G:0/0, 3G:2/2 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517410,Closed,RNIA3_GAF8339_FO_371050_Mun_Ksar,RNIA3 Service - GAF,rnia3_gaf8339_fo_371050_mun_ksar Down,Support Technique Fixe et B2B,2/23/2022 3:07,Network,2/23/2022 2:55,2/23/2022 3:17,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: rnia3_gaf8339_fo_371050_mun_ksar  Sévérité: major  Temps de création: 23/02/22 02:55:30  Temps de réception: 23/02/22 02:56:08  Application: null  Objet: null  Texte message: Node RNIA3_GAF8339_FO_371050_Mun_Ksar DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342096,Département Maintenance
IM1517411,Closed,CPE_KAS8319_MW_STB_kassrine,CPE Service - KAS,cpe_kas8319_mw_stb_kassrine Down,Support Technique Fixe et B2B,2/23/2022 3:10,Network,2/23/2022 2:59,2/23/2022 3:15,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: cpe_kas8319_mw_stb_kassrine  Sévérité: major  Temps de création: 23/02/22 02:59:12  Temps de réception: 23/02/22 03:00:08  Application: null  Objet: null  Texte message: Node CPE_KAS8319_MW_STB_kassrine DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342097,Département Maintenance
IM1517415,Closed,CPE_SFX8810_MW_Saada,CPE Service - SFX8,cpe_sfx8810_mw_saada Down,Support Technique Fixe et B2B,2/23/2022 3:24,Network,2/23/2022 3:12,2/23/2022 8:33,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: cpe_sfx8810_mw_saada  Sévérité: major  Temps de création: 23/02/22 03:12:09  Temps de réception: 23/02/22 03:13:30  Application: null  Objet: null  Texte message: Node CPE_SFX8810_MW_Saada.tunisiana.com DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342098,Département Maintenance
IM1517419,Closed,SLO1024,BTS Service - SIL,"INCIDENT: SLO1024---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:8/8 ) Site Autonomy: N/A SM Tickets: 1",Maintenance SILIANA,2/23/2022 3:53,Facteur externe,2/23/2022 3:38,2/23/2022 6:30,meher.zneigui,Resolved without intervention,Retour énergie STEG,"SLO1024T1 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: SLO1024---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:8/8 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517420,Closed,KAI1018,BTS Service - KAI,"INCIDENT: KAI1018---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:8/8, 3G:21/21 ) Site Autonomy: N/A SM Tickets: 1",Maintenance SILIANA,2/23/2022 3:53,Facteur externe,2/23/2022 3:38,2/23/2022 6:30,meher.zneigui,Resolved without intervention,Retour steg,"Oueslatia_DCS_4_KAI3018 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: KAI1018---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:8/8, 3G:21/21 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517421,Closed,KAI1050,BTS Service - KAI,"INCIDENT: KAI1050---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:8/8 ) Site Autonomy: N/A SM Tickets: 1",Maintenance SILIANA,2/23/2022 3:53,Facteur externe,2/23/2022 3:38,2/23/2022 6:30,meher.zneigui,Resolved without intervention,Retour steg,"tefifla_1_KAI1050 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: KAI1050---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:8/8 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517422,Closed,CPE_KAI8902_MW_BNA_OUESLATIA,CPE Service - KAI,cpe_kai8902_mw_bna_oueslatia Down,Support Technique Fixe et B2B,2/23/2022 4:11,Network,2/23/2022 4:00,2/23/2022 6:50,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: cpe_kai8902_mw_bna_oueslatia  Sévérité: major  Temps de création: 23/02/22 04:00:35  Temps de réception: 23/02/22 04:01:20  Application: null  Objet: null  Texte message: Node CPE_KAI8902_MW_BNA_OUESLATIA DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342106,Département Maintenance
IM1517423,Closed,CPE_KAI8341_MW_MIT_SITE_MGARIB,CPE Service - KAI,cpe_kai8341_mw_mit_site_mgarib Down,Support Technique Fixe et B2B,2/23/2022 4:11,Network,2/23/2022 4:00,2/23/2022 6:31,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: cpe_kai8341_mw_mit_site_mgarib  Sévérité: major  Temps de création: 23/02/22 04:00:46  Temps de réception: 23/02/22 04:01:20  Application: null  Objet: null  Texte message: Node CPE_KAI8341_MW_MIT_SITE_MGARIB.ooredoo.tn DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342107,Département Maintenance
IM1517424,Closed,RNIA3_KAI8353_FO_341006_MUN-Oueslatia,RNIA3 Service - KAI,rnia3_kai8353_fo_341006_mun-oueslatia Down,Support Technique Fixe et B2B,2/23/2022 4:12,Network,2/23/2022 4:01,2/23/2022 6:53,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: rnia3_kai8353_fo_341006_mun-oueslatia  Sévérité: major  Temps de création: 23/02/22 04:01:52  Temps de réception: 23/02/22 04:02:20  Application: null  Objet: null  Texte message: Node RNIA3_KAI8353_FO_341006_MUN-Oueslatia DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342108,Département Maintenance
IM1517425,Closed,CPE_SBO8365_MW_UNITED_FARMERS_REGUEB,CPE Service - SBO,cpe_sbo8365_mw_united_farmers_regueb Down,Support Technique Fixe et B2B,2/23/2022 4:28,Network,2/23/2022 4:17,2/23/2022 7:02,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: cpe_sbo8365_mw_united_farmers_regueb  Sévérité: major  Temps de création: 23/02/22 04:17:39  Temps de réception: 23/02/22 04:18:23  Application: null  Objet: null  Texte message: Node CPE_SBO8365_MW_UNITED_FARMERS_REGUEB DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342110,Département Maintenance
IM1517426,Closed,MON4123,NodeB Service - MON,"INCIDENT: MON1123---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",maintenance monastir centre,2/23/2022 4:42,Facteur externe,2/23/2022 4:26,2/23/2022 4:45,abdelmalek.rouissi,Closed without intervention,Retour energie STEG,"MON4123 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MON1123---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Service Operation Center
IM1517428,Closed,KAS4042,NodeB Service - KAS,"INCIDENT: KAS1042---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:5/5, 3G:12/12 ) Site Autonomy: 00:19:06s SM Tickets: 2",Maintenance KASSERINE,2/23/2022 5:11,Facteur externe,2/23/2022 4:56,2/23/2022 5:54,ramzi.ghanmi,Resolved without intervention,Retour steg           ,"KAS4042 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: KAS1042---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:5/5, 3G:12/12 ) Site Autonomy: 00:19:06s SM Tickets: 1",Département Maintenance
IM1517431,Closed,MON4101,NodeB Service - MON,MON4101 hs,Maintenance MONASTIR BANLIEUE,2/23/2022 5:41,software,2/23/2022 5:40,2/23/2022 16:56,abdelmalek.rouissi,Incident Rejected,"site n'a jamais été en service ,désinstallé avant sa mise en service",MON4101 hs,Département Maintenance
IM1517432,Closed,RNIA3_SFX8427_MWE_361018_MunMenzelchaker,RNIA3 Service - SFX,rnia3_sfx8427_mwe_361018_munmenzelchaker Down,Support Technique Fixe et B2B,2/23/2022 5:40,Network,2/23/2022 5:29,2/23/2022 5:50,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: rnia3_sfx8427_mwe_361018_munmenzelchaker  Sévérité: major  Temps de création: 23/02/22 05:29:49  Temps de réception: 23/02/22 05:30:35  Application: null  Objet: null  Texte message: Node RNIA3_SFX8427_MWE_361018_MunMenzelchaker DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342114,Département Maintenance
IM1517437,Closed,MON4123,NodeB Service - MON,"INCIDENT: MON1123---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",maintenance monastir centre,2/23/2022 6:18,Facteur externe,2/23/2022 6:03,2/23/2022 6:30,abdelmalek.rouissi,Closed without intervention,Retour energie STEG,"MON4123 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MON1123---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Service Operation Center
IM1517439,Closed,KAI1051,BTS Service - KAI,"INCIDENT: KAI1051---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",MAINTENANCE SILIANA,2/23/2022 6:23,Facteur externe,2/23/2022 6:07,2/23/2022 6:27,meher.zneigui,Closed without intervention,Retour energie STEG,"Oued Ksab_1_KAI1051 : GSM Cell out of Service This ticket was created by user netcool.sm on NOI from impact INCIDENT: KAI1051---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Service Operation Center
IM1517440,Closed,BEJ4083,NodeB Service - BEJ,"INCIDENT: BEJ1083---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:16/16 ) Site Autonomy: N/A SM Tickets: 1",Maintenance BEJA CENTRE,2/23/2022 6:34,Facteur externe,2/23/2022 6:19,2/23/2022 7:28,bechir.haboubi,Resolved without intervention,Retour énergie STEG,"BEJ4083 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: BEJ1083---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:16/16 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517441,Closed,BEJ4039,NodeB Service - BEJ,"INCIDENT: BEJ1039---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:2/2, 3G:8/8 ) Site Autonomy: N/A SM Tickets: 1",Maintenance BEJA CENTRE,2/23/2022 6:34,energie,2/23/2022 6:19,2/23/2022 7:28,bechir.haboubi,Resolved without intervention,rétablissement énergie solaire,"BEJ4039 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: BEJ1039---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:2/2, 3G:8/8 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517443,Closed,MEDL063,eNB Service - MED,INCIDENT: MED1063---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 1,Maintenance MEDENINE,2/23/2022 6:37,software,2/23/2022 6:22,2/23/2022 10:23,hedi.chemlali,Resolved without intervention,Retour sans intervention,MEDL063F02 : Cell Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: MED1063---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/9 ) SM Tickets: 0,Département Maintenance
IM1517445,Closed,CPE_SIL8308_MW_SEB-Bargou-Seliana,CPE Service - SIL,cpe_sil8308_mw_seb-bargou-seliana Down,Support Technique Fixe et B2B,2/23/2022 6:41,Network,2/23/2022 6:31,2/23/2022 6:52,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: cpe_sil8308_mw_seb-bargou-seliana  Sévérité: major  Temps de création: 23/02/22 06:31:23  Temps de réception: 23/02/22 06:31:46  Application: null  Objet: null  Texte message: Node CPE_SIL8308_MW_SEB-Bargou-Seliana DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342117,Département Maintenance
IM1517446,Closed,TUN4015,NodeB Service - TUN,"INCIDENT: TUN1015---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",maintenance charguia-lac,2/23/2022 6:44,Facteur externe,2/23/2022 6:28,2/23/2022 6:47,saber.ferjani,Closed without intervention,Retour energie STEG,"TUN4015F11 : WCDMA CELL OUT OF USE This ticket was created by user netcool.sm on NOI from impact INCIDENT: TUN1015---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:4/4, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517447,Closed,RNIA_GAF8313_MWE_118026_Restaut_Univ_Gafsa,RNIA Service - GAF,rnia_gaf8313_mwe_118026_restaut_univ_gafsa Down,Support Technique Fixe et B2B,2/23/2022 6:48,Network,2/23/2022 6:37,2/23/2022 7:22,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: rnia_gaf8313_mwe_118026_restaut_univ_gafsa  Sévérité: major  Temps de création: 23/02/22 06:37:27  Temps de réception: 23/02/22 06:38:01  Application: null  Objet: null  Texte message: Node RNIA_GAF8313_MWE_118026_Restaut_Univ_Gafsa DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342119,Département Maintenance
IM1517448,Closed,CPE_KAS8319_MW_STB_kassrine,CPE Service - KAS,cpe_kas8319_mw_stb_kassrine Down,Support Technique Fixe et B2B,2/23/2022 6:59,Network,2/23/2022 6:49,2/23/2022 7:09,habib.elkastouri,Resolved without intervention,  CPE UP Sans intervention,Noeud: cpe_kas8319_mw_stb_kassrine  Sévérité: major  Temps de création: 23/02/22 06:49:12  Temps de réception: 23/02/22 06:49:48  Application: null  Objet: null  Texte message: Node CPE_KAS8319_MW_STB_kassrine DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342120,Département Maintenance
IM1517465,Closed,BAR4023,NodeB Service - BAR,"INCIDENT: BAR1023---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:2/6, 3G:3/6 ) Site Autonomy: N/A SM Tickets: 0",MAINTENANCE FOUCHENA-MHAMDIA,2/23/2022 7:56,Facteur externe,2/23/2022 7:41,2/23/2022 8:10,hassen.dhahbi,Closed without intervention,Retour energie STEG,"BAR4023F11 : WCDMA CELL OUT OF USE This ticket was created by user netcool.sm on NOI from impact INCIDENT: BAR1023---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:2/6, 3G:3/6 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517475,Closed,MAH4005,NodeB Service - MAH,"INCIDENT: MAH4005---2G3G---Hors Service: CAUSE AND IMPACT: Total Cell Failure: ( 2G:0/0, 3G:0/0 ) Site Autonomy: N/A SM Tickets: 1",Maintenance MAHDIA SUD,2/23/2022 8:25,Facteur externe,2/23/2022 1:06,2/23/2022 8:56,mounir.chaieb,Incident Rejected,site résilié depuis plus 1 ans,"MAH4005 : NodeB Unavailable This ticket was created by user wael.trifi on 2022-2-23 8-25-16-1645601116610 from webtt INCIDENT: MAH4005---2G3G---Hors Service: CAUSE AND IMPACT: Total Cell Failure: ( 2G:0/0, 3G:0/0 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517483,Closed,BIZ4162,NodeB Service - BIZ,"INCIDENT: NULL---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:0/0, 3G:0/0 ) Site Autonomy: N/A SM Tickets: 1",Maintenance BIZERTE NORD,2/23/2022 8:38,Facteur externe,2/22/2022 13:37,2/23/2022 9:48,yessine.mendili,Incident Rejected,Nouveau déploiement,"BIZ4162F11 : Local Cell Unusable BIZ4162F11 : Local Cell Unusable BIZ4162F21 : Local Cell Unusable BIZ4162F21 : Local Cell Unusable BIZ4162F12 : Local Cell Unusable BIZ4162F12 : Local Cell Unusable BIZ4162F22 : Local Cell Unusable BIZ4162F22 : Local Cell Unusable BIZ4162F13 : Local Cell Unusable BIZ4162F13 : Local Cell Unusable BIZ4162F23 : Local Cell Unusable BIZ4162F23 : Local Cell Unusable BIZ4162F01 : Local Cell Unusable BIZ4162F01 : Local Cell Unusable BIZ4162F51 : Local Cell Unusable BIZ4162F51 : Local Cell Unusable BIZ4162F02 : Local Cell Unusable BIZ4162F02 : Local Cell Unusable BIZ4162F52 : Local Cell Unusable BIZ4162F52 : Local Cell Unusable BIZ4162F03 : Local Cell Unusable BIZ4162F03 : Local Cell Unusable BIZ4162F53 : Local Cell Unusable BIZ4162F53 : Local Cell Unusable This ticket was created by user wael.trifi on 2022-2-23 8-38-41-1645601921751 from webtt INCIDENT: NULL---2G3G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 2G:0/0, 3G:0/0 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517484,Closed,BEST_SFX8925_MW_20714121Ecole_prparatoire_SbihSkhira,BEST Service - SFX,BEST_SFX8925_MW_20714121Ecole_prparatoire_SbihSkhira \ Down,Support Technique Fixe et B2B,2/23/2022 8:42,Network,2/23/2022 8:31,2/24/2022 8:12,habib.elkastouri,Resolved without intervention, CPE UP sans intervention,Noeud: opscxprod  Sévérité: major  Temps de création: 23/02/22 08:31:27  Temps de réception: 23/02/22 08:32:06  Application: null  Objet: null  Texte message: Node BEST_SFX8925_MW_20714121Ecole_prparatoire_SbihSkhira DOWN by SNMP . Merci de contacter Support B2B  MSGID: Zabbix:2342139,Département Maintenance
IM1517502,Closed,GAB4090,NodeB Service - GAB,"INCIDENT: GAB1090---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 1",Maintenance GABES NORD,2/23/2022 9:01,Facteur externe,2/23/2022 8:46,2/23/2022 16:12,said.ghammagui,Resolved without intervention,retour steg,"GAB4090 : NodeB Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: GAB1090---2G3G---Hors Service: Cell Failure caused by Total Cell Failure: ( 2G:3/3, 3G:9/9 ) Site Autonomy: N/A SM Tickets: 0",Département Maintenance
IM1517506,Closed,SOSL094,eNB Service - SOS,INCIDENT: SOS1094---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/6 ) SM Tickets: 1,MAINTENANCE SIDI BOUALI-ENFIDHA,2/23/2022 9:03,Facteur externe,2/23/2022 8:48,2/23/2022 9:14,souhail.issaoui,Closed without intervention,Retour energie STEG,SOSL094F21 : Cell Unavailable This ticket was created by user netcool.sm on NOI from impact INCIDENT: SOS1094---4G---Hors Service: CAUSE AND IMPACT: Cell Failure: ( 4G:1/6 ) SM Tickets: 0,Département Service Operation Center
